DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Psychogenic Movement Disorders And Other Conversion Disorders (Book w/ DVD)|Cambridge University Press||Out|2.0|4:3|127|NR|2011|Special Interest|1.33:1|9781107007345|2012-01-31 00:00:00|213998|2013-11-21 00:00:00|1
Pursuit: The Search For Bigfoot|Matabo Entertainment||Out|2.0|4:3|24.95|NR|UNK|SciFi|1.33:1|760137595199|2013-11-19 00:00:00|250993|2013-11-19 00:00:00|1
Pussycat Dolls Workout (SGK)|Anchor Bay||Out|2.0|4:3|14.98|NR|UNK|Exercise|1.33:1|013132199498|2010-10-05 00:00:00|187382|2013-11-21 00:00:00|1
Pussycat Dolls: Dancer's Body Workout (Susan G. Komen Edition)|Anchor Bay||Out|2.0|LBX, 16:9|14.98|NR|2011|Exercise|1.78:1|013132373096|2011-09-27 00:00:00|224836|2013-11-21 00:00:00|1
Queen: Live At Wembley / Rock Montreal / Live In Rio / On Fire|Eagle Vision||Out|5.1/DTS|LBX, 16:9|49.98|NR|VAR|Music|1.78:1|801213065493|2013-11-19 00:00:00|252033|2013-11-19 00:00:00|1
Quest For Fire (Special Edition)|Fox||Out|2.0|LBX|9.98|R|1981|SciFi|2.35:1|024543068464|2003-03-04 00:00:00|26016|2013-11-21 00:00:00|1
Raging Sharks (Platinum)|Platinum||Discontinued|5.1/DTS|LBX, 16:9|6.99|R|2005|SciFi|1.78:1|096009388690|2005-09-27 00:00:00|70315|2013-11-21 00:00:00|1
Railroad Journeys Around The World|Questar||Out|2.0|4:3|29.95|NR|UNK|Special Interest|1.33:1|033937081699|2013-11-18 00:00:00|256117|2013-11-20 00:00:00|0
Railways Of Holland|ArtsmagicDVD||Out|2.0|4:3|14.95|NR|UNK|Special Interest|1.33:1|881482333493|2013-11-19 00:00:00|251059|2013-11-19 00:00:00|1
Rangers (Special Edition)|Fox||Out|5.1|LBX, 16:9|9.98|R|2000|Action/Adventure|1.85:1|024543017400|2001-04-17 00:00:00|10224|2013-11-21 00:00:00|1
Ravel: L'Heure Espagnole / L'Enfant Et Les Sortileges: Kazushi Ono / Laurent Pelly|Fra Musica||Out|2.0|LBX, 16:9|39.98|NR|UNK|Opera|1.78:1|3770002003138|2013-11-19 00:00:00|255674|2013-11-19 00:00:00|1
Ravel: L'Heure Espagnole / L'Enfant Et Les Sortileges: Kazushi Ono / Laurent Pelly (Blu-ray)|Fra Musica||Out|2.0|LBX, 16:9, BLU-RAY|49.98|NR|UNK|Opera|1.78:1|3770002003145|2013-11-19 00:00:00|255702|2013-11-19 00:00:00|1
Ravenous|Fox||Out|2.0|4:3|9.98|R|1999|Horror|1.33:1|024543203971|2005-09-06 00:00:00|67092|2013-11-21 00:00:00|1
Rawhide (1959): The 7th Season, Vol. 1|Paramount|2014-03-04 00:00:00|Pending|2.0|4:3|42.99|NR|1964|TV Classics|1.33:1|097368805743|2014-03-04 00:00:00|256192|2013-11-21 00:00:00|0
Rawhide (1959): The 7th Season, Vol. 2|Paramount|2014-03-04 00:00:00|Pending|2.0|4:3|42.99|NR|1965|TV Classics|1.33:1|097368805842|2014-03-04 00:00:00|256207|2013-11-21 00:00:00|0
Readers Digest: 12 Best Trips|Questar||Out|2.0|4:3|19.95|NR|UNK|Special Interest|1.33:1|033937081682|2013-11-18 00:00:00|256139|2013-11-20 00:00:00|0
Real Rembrandt|Kultur||Out|2.0|4:3|19.99|NR|UNK|Documentary|1.33:1|032031491199|2013-11-19 00:00:00|252130|2013-11-19 00:00:00|1
Reason 7: Beginner / Intermediate Level|Music Pro Guides||Out|2.0|4:3|39.99|NR|2013|Special Interest|1.33:1|884088931360|2013-11-19 00:00:00|255871|2013-11-19 00:00:00|1
Recent Advances In Stupid Ideas In Quant Finance Video|John Wiley & Sons||Out|2.0|4:3|60|NR|2013|Special Interest|1.33:1|9781118716991|2013-11-25 00:00:00|255070|2013-11-19 00:00:00|1
Refuge In Music: Terezín / Theresienstadt: Anne Sofie von Otter / Christian Gerhaher / Bebe Risenfors|Deutsche Grammophon||Out|5.1/DTS|LBX, 16:9|29.98|NR|UNK|Music|1.78:1|044007350775|2013-11-19 00:00:00|254325|2013-11-19 00:00:00|1
Remington & The Curse Of The Zombadings|Ariztical Entertainment||Out|SUB|LBX, 16:9|24.95|NR|2011|Foreign|1.85:1|631008080093|2013-11-19 00:00:00|252872|2013-11-19 00:00:00|1
REO Speedwagon: Live At Moondance Jam (Blu-ray)|Frontiers||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.98|NR|UNK|Music|1.78:1|8024391062586|2013-11-19 00:00:00|254105|2013-11-19 00:00:00|1
REO Speedwagon: Live At Moondance Jam (DVD/CD Combo)|Frontiers||Out|5.1|LBX, 16:9|17.98|NR|UNK|Music|1.78:1|8024391062548|2013-11-19 00:00:00|254096|2013-11-19 00:00:00|1
Resurrecting The Champ (Fox)  / The Great White Hope|Fox|2014-01-21 00:00:00|Pending|VAR|LBX, 16:9|14.98|PG-13|VAR|Drama|2.35:1|024543931348|2014-01-21 00:00:00|256273|2013-11-22 00:00:00|0
Return (1980/ Scorpion Releasing)|Scorpion Releasing||Out|2.0|4:3|19.95|NR|1980|SciFi|1.33:1|851740003888|2013-11-19 00:00:00|253661|2013-11-19 00:00:00|1
Return Of A Man Called Horse|MGM/UA||Out|2.0|LBX|14.98|PG|1976|Western|2.35:1|027616865823|2002-04-02 00:00:00|12037|2013-11-21 00:00:00|1
Return Of The Killer Tomatoes (Anchor Bay/ Cult Film Series: Cult Fiction)|Anchor Bay||Out|1.0|4:3 P&S|14.98|PG|1988|Comedy|1.33:1|013131579093|2008-03-04 00:00:00|129833|2013-11-21 00:00:00|1
Return To Horror High (Anchor Bay)|Anchor Bay||Out|1.0|LBX, 16:9|9.98|R|1987|Horror|1.85:1|013131173895|2002-04-02 00:00:00|16551|2013-11-21 00:00:00|1
Rice Field Of Dreams|Big V Entertainment||Out|2.0|LBX, 16:9|19.99|NR|2010|Documentary|1.85:1|635961309727|2013-11-19 00:00:00|252068|2013-11-19 00:00:00|1
Richard III (1995)|MGM/UA||Out|2.0|4:3, LBX|14.98|R|1995|Drama|2.35:1|027616841926|2000-03-28 00:00:00|5044|2013-11-21 00:00:00|1
Richard Lea: The Grand Organ Of Liverpool Metropolitan Cathedral (DVD/CD & Blu-ray Combo)|Priory Records|2013-12-10 00:00:00|Pending|2.0|4:3, BLU-RAY|49.98|NR|UNK|Music|1.33:1|028612220104|2013-12-10 00:00:00|256211|2013-11-21 00:00:00|0
Rio (Ultimate Party Edition/ 2-Disc/ Side-By-Side)|Fox||Out|5.1|LBX, 16:9|19.98|G|2011|Animation|2.35:1|024543756248|2011-08-02 00:00:00|208668|2013-11-21 00:00:00|1
Riot (2012)|Screen Media Films|2014-02-11 00:00:00|Pending|2.0|LBX, 16:9|24.98|NR|2012|Action/Adventure|1.85:1|814838013510|2014-02-11 00:00:00|256283|2013-11-22 00:00:00|0
Ripping|Independent Entertainment||Out|2.0|4:3|19.95|NR|2012|Horror|1.33:1|878746012492|2013-11-19 00:00:00|251055|2013-11-19 00:00:00|1
Rising Sun (Blu-ray)|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|14.99|R|1993|Mystery/Suspense|1.85:1|024543401179|2006-12-05 00:00:00|97812|2013-11-21 00:00:00|1
Rites Of Passage 3-Pack: Stealing Beauty / Thirteen / Garden State|Fox||Out|5.1|4:3 P&S|24.98|NR|VAR|Drama|1.33:1|024543390282|2006-12-26 00:00:00|93799|2013-11-21 00:00:00|1
Robocop (MGM/UA/ Blu-ray 4K)|MGM/UA|2014-01-21 00:00:00|Pending|2.0|LBX, 16:9, BLU-RAY|19.99|R|1987|SciFi|1.85:1|883904306894|2014-01-21 00:00:00|256271|2013-11-22 00:00:00|0
RoboCop (MGM/UA/ Blu-ray)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.99|R|1987|SciFi|1.85:1|027616091635|2007-10-09 00:00:00|119130|2013-11-21 00:00:00|1
Robotics;Notes: Part 1 (DVD & Blu-ray Combo)|FUNimation|2014-02-18 00:00:00|Pending|SUB|LBX, 16:9, BLU-RAY|64.98|MA13|2012|Anime|1.85:1|704400091971|2014-02-18 00:00:00|256258|2013-11-22 00:00:00|0
Robotics;Notes: Part 1 (DVD & Blu-ray Combo/ Limited Edition)|FUNimation|2014-02-18 00:00:00|Pending|SUB|LBX, 16:9, BLU-RAY|69.98|MA13|2012|Anime|1.85:1|704400091964|2014-02-18 00:00:00|256280|2013-11-22 00:00:00|0
Rocky (1976/ Blu-ray)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|16.99|PG|1976|Drama|1.85:1|027616063489|2006-12-05 00:00:00|97819|2013-11-21 00:00:00|1
Rocky (1976/ Blu-ray/ Limited Edition)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|34.99|PG|1976|Drama|1.85:1|883904228004|2011-05-10 00:00:00|202902|2013-11-21 00:00:00|1
Rocky (1976/ Collector's Edition)|MGM/UA||Out|5.1|LBX, 16:9|14.98|PG|1976|Drama|1.85:1|027616060259|2006-02-05 00:00:00|93665|2013-11-21 00:00:00|1
Rocky II|MGM/UA||Out|5.1|LBX, 16:9|14.98|PG|1979|Drama|1.85:1|027616915146|2005-02-08 00:00:00|54443|2013-11-21 00:00:00|1
Rocky II (Blu-ray)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|16.99|PG|1979|Drama|1.85:1|883904242239|2011-05-10 00:00:00|202404|2013-11-21 00:00:00|1
Rocky III|MGM/UA||Out|2.0|4:3 P&S, LBX, 16:9|14.98|PG|1982|Drama|1.85:1|027616915160|2005-02-08 00:00:00|54467|2013-11-21 00:00:00|1
Rocky III (Blu-ray)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|16.99|PG|1982|Drama|1.85:1|883904242253|2011-05-10 00:00:00|202396|2013-11-21 00:00:00|1
Rocky V (Blu-ray)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|16.99|PG|1990|Drama|1.85:1|883904242291|2011-05-10 00:00:00|202469|2013-11-21 00:00:00|1
Rogue Trader (Miramax Echo Bridge) / Marvin's Room / The Hoax / The Crooked E: The Unshredded Truth About Enron|Miramax Echo Bridge|2014-01-14 00:00:00|Pending|2.0|VAR|9.99|VAR|VAR|VAR|VAR|096009259143|2014-01-14 00:00:00|256193|2013-11-21 00:00:00|0
Rolando Villazon: Villazon Verdi (Audio Only Blu-ray)|Deutsche Grammophon||Out|2.0|4:3, BLU-RAY|24.98|NR|UNK|Music|1.33:1|028947917083|2013-11-19 00:00:00|254092|2013-11-19 00:00:00|1
Rollerball (1975/ Special Edition)|MGM/UA||Out|5.1|4:3, LBX|14.98|R|1975|SciFi|1.85:1|027616701527|2001-06-05 00:00:00|5123|2013-11-21 00:00:00|1
Room 43 (On Demand DVD-R)|Shadowplay||Out|2.0|4:3|24.99|NR|1958|Drama|1.33:1|737088095030|2013-11-20 00:00:00|256286|2013-11-22 00:00:00|0
Roulette|R2 Films||Out|2.0|LBX, 16:9|14.95|NR|2012|Thriller|2.35:1|091037541338|2013-11-19 00:00:00|250999|2013-11-19 00:00:00|1
Royal Family Collection|Discovery Channel|2014-02-25 00:00:00|Pending|2.0|4:3|29.93|NR|VAR|Documentary|1.33:1|018713611185|2014-02-25 00:00:00|256095|2013-11-20 00:00:00|0
Rush: Clockwork Angels Tour|Zoe Records||Out|2.0|LBX, 16:9|19.98|NR|UNK|Music|1.78:1|601143115394|2013-11-19 00:00:00|253418|2013-11-19 00:00:00|1
Rush: Clockwork Angels Tour (Blu-ray)|Zoe Records||Out|2.0|LBX, 16:9, BLU-RAY|24.98|NR|UNK|Music|1.78:1|601143116193|2013-11-19 00:00:00|253459|2013-11-19 00:00:00|1
Russian Ark (Lorber Films/ Anniversary Edition)|Lorber Films||Out|SUB|LBX, 16:9|29.95|NR|2002|Foreign|1.78:1|738329111526|2013-11-19 00:00:00|251875|2013-11-19 00:00:00|1
Russian Ark (Lorber Films/ Anniversary Edition/ Blu-ray)|Lorber Films||Out|SUB|LBX, 16:9, BLU-RAY|34.95|NR|2002|Foreign|1.78:1|738329111625|2013-11-19 00:00:00|251872|2013-11-19 00:00:00|1
Saddle Club: Friends Forever|Gaiam||Out|2.0|LBX, 16:9|9.99|NR|UNK|Family|1.78:1|018713610393|2013-11-19 00:00:00|251050|2013-11-19 00:00:00|1
Saddle Club: Saving Pine Hollow|Gaiam||Out|2.0|LBX, 16:9|9.99|NR|UNK|Family|1.78:1|018713610409|2013-11-19 00:00:00|251003|2013-11-19 00:00:00|1
Salon / Nora's Hair Salon 2|Fox|2014-01-21 00:00:00|Pending|VAR|VAR|14.98|PG-13|VAR|Comedy|VAR|024543931355|2014-01-21 00:00:00|256270|2013-11-22 00:00:00|0
Samson And Delilah (1949/ Paramount/ Blu-ray)|Paramount|2014-03-11 00:00:00|Pending|1.0 DTS-HD|4:3, BLU-RAY|22.99|NR|1949|Action/Adventure|1.37:1|032429146489|2014-03-11 00:00:00|256181|2013-11-21 00:00:00|0
Sanguivorous|Tidepoint Pictures||Out|SUB|4:3|16.95|NR|2011|Foreign|1.33:1|760137571490|2013-11-19 00:00:00|250997|2013-11-19 00:00:00|1
Santo Blue Demon Contra El Doctor Frankenstein|VCI|2014-02-04 00:00:00|Pending|2.0|4:3|9.99|NR|1974|Foreign|1.33:1|089859871122|2014-02-04 00:00:00|256092|2013-11-20 00:00:00|0
Santo Y Blue Demon Contra Dracula Y El Hombre Lobo|VCI|2014-02-04 00:00:00|Pending|2.0|4:3|9.99|NR|1973|Foreign|1.33:1|089859871023|2014-02-04 00:00:00|256099|2013-11-20 00:00:00|0
Scarecrow (2013)|Sonar Entertainment|2014-02-25 00:00:00|Pending|2.0|LBX, 16:9|14.93|NR|2013|Horror|1.85:1|883476132051|2014-02-25 00:00:00|256128|2013-11-20 00:00:00|0
Schooled: Price Of College Sports|Strand||Out|2.0|LBX, 16:9|19.99|NR|2013|Documentary|1.85:1|712267331826|2013-11-19 00:00:00|251894|2013-11-19 00:00:00|1
Sci-Fi Collection (10-Disc)|Echo Bridge||Discontinued|2.0|4:3|24.99|NR|VAR|SciFi|1.33:1|096009578497|2008-09-30 00:00:00|142893|2013-11-21 00:00:00|1
Sci-Fi Collector's Set, Vol. 7|Echo Bridge||Discontinued|2.0|4:3|9.99|NR|VAR|SciFi|1.33:1|096009979393|2011-08-02 00:00:00|209178|2013-11-21 00:00:00|1
Scream 4 (Blu-ray)|Anchor Bay||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.99|R|2011|Horror|2.35:1|013132420493|2011-11-22 00:00:00|214540|2013-11-21 00:00:00|1
Screaming Ninja (Platinum) / Rage Of The Master|Platinum||Discontinued|2.0|4:3|7.99|R|1973|Action/Adventure|1.33:1|096009275990|2005-04-05 00:00:00|61778|2013-11-21 00:00:00|1
Scrooge (1935/ Echo Bridge/ DVD/CD Combo)|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|1935|Fantasy|1.33:1|096009533298|2009-11-24 00:00:00|171767|2013-11-21 00:00:00|1
Secrets Of A Door To Door Salesman|Wham! USA||Out|2.0|4:3|24.95|R|1973|Comedy|1.33:1|018619151891|2013-11-19 00:00:00|252891|2013-11-19 00:00:00|1
Secrets Of The Dead: JFK: One PM Central Standard Time|PBS||Out|2.0|LBX, 16:9|24.99|NR|2013|Documentary|1.78:1|841887020060|2013-11-19 00:00:00|252058|2013-11-19 00:00:00|1
Sennentuntschi: Curse Of The Alps|Invincible Pictures||Out|5.1|LBX, 16:9|16.95|NR|2010|Foreign|2.35:1|804879491293|2013-11-19 00:00:00|251023|2013-11-19 00:00:00|1
Sennentuntschi: Curse Of The Alps (Blu-ray)|Invincible Pictures||Out|5.1|LBX, 16:9, BLU-RAY|29.95|NR|2010|Foreign|2.35:1|804879491194|2013-11-19 00:00:00|251004|2013-11-19 00:00:00|1
Seth MacFarlane's Cavalcade Of Cartoon Comedy: Uncensored!|Fox||Out|5.1|4:3|14.98|NR|2008|Animation|1.33:1|024543591122|2009-05-12 00:00:00|154402|2013-11-21 00:00:00|1
She's Still Not Our Sister|Image||Out|1.0|LBX, 16:9|14.98|NR|2011|Drama|1.78:1|014381853421|2013-11-19 00:00:00|251662|2013-11-19 00:00:00|1
Shiva Rea: Yoga In Greece|Acacia||Out|2.0|LBX, 16:9|19.99|NR|2013|Exercise|1.78:1|054961883493|2013-11-19 00:00:00|251961|2013-11-19 00:00:00|1
Shotokan Man|FilmWorks||Out|2.0|LBX, 16:9|19.98|NR|2009|Animation|1.85:1|897067000452|2013-11-19 00:00:00|251843|2013-11-19 00:00:00|1
Shunned|Anchor Bay||Out|2.0|4:3|9.98|R|2005|Horror|1.33:1|013137402692|2007-01-09 00:00:00|98150|2013-11-21 00:00:00|1
Shutter Island (Warner Brothers/ Blu-ray) / The Aviator (2004/ Blu-ray)|Warner Brothers|2014-03-11 00:00:00|Pending|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.98|VAR|VAR|VAR|2.35:1|883929394036|2014-03-11 00:00:00|256219|2013-11-21 00:00:00|0
Silence Of The Lambs (MGM/UA/ Pan & Scan/ Special Edition)|MGM/UA||Out|5.1|4:3 P&S|14.98|R|1991|Thriller|1.33:1|027616865540|2001-08-21 00:00:00|11860|2013-11-21 00:00:00|1
Simon Wiesenthal Center Collection (8-Disc): Genocide / Echoes That Remain / Liberation / The Long Way Home / ...|Anchor Bay / Starz||Discontinued|2.0|4:3|34.97|NR|VAR|Documentary|1.33:1|013131525793|2007-09-11 00:00:00|116581|2013-11-21 00:00:00|1
Simply Irresistible (Fox)|Fox||Out|5.1|4:3 P&S, LBX|9.98|PG-13|1999|Comedy|2.35:1|024543045021|2002-08-27 00:00:00|18377|2013-11-21 00:00:00|1
Simpsons: The Complete 13th Season|Fox||Out|5.1|4:3|49.98|NR|2001|Animation|1.33:1|024543689133|2010-08-24 00:00:00|182281|2013-11-21 00:00:00|1
Sledge Hammer! (Anchor Bay): Season 2|Anchor Bay||Out|2.0|4:3|29.97|NR|1987|TV Classics|1.33:1|013131270990|2005-04-12 00:00:00|58473|2013-11-21 00:00:00|1
Slipper And The Rose: The Story Of Cinderella (Inception Media Group/ Blu-ray)|Inception Media Group||Out|2.0|LBX, 16:9, BLU-RAY|29.98|G|1976|Fantasy|2.35:1|815300011560|2013-11-19 00:00:00|251349|2013-11-19 00:00:00|1
Slumber Party Massacre (Shout! Factory/ Blu-ray)|Shout! Factory|2014-03-18 00:00:00|Pending|2.0|LBX, 16:9, BLU-RAY|24.97|R|1982|Horror|1.85:1|826663148244|2014-03-18 00:00:00|256266|2013-11-22 00:00:00|0
Slumdog Millionaire|Fox||Out|5.1|LBX, 16:9|14.98|R|2008|Drama|2.35:1|024543574415|2009-03-31 00:00:00|153279|2013-11-21 00:00:00|1
Smithsonian Channel: The Day Kennedy Died|Inception Media Group||Out|2.0|LBX, 16:9|14.98|NR|UNK|Documentary|1.78:1|815300011881|2013-11-19 00:00:00|251308|2013-11-19 00:00:00|1
Soldier's Love Story|RHI Entertainment||Out|2.0|LBX, 16:9|6.95|NR|2010|Drama|1.85:1|883476013176|2010-03-16 00:00:00|174821|2013-11-21 00:00:00|1
Son Of No One (DVD & Blu-ray Combo)|Anchor Bay||Out|5.1 TRUEHD|LBX, 16:9, BLU-RAY|24.99|R|2011|Action/Adventure|2.35:1|013132498799|2012-02-21 00:00:00|219661|2013-11-21 00:00:00|1
Song For The Season (DVD/CD Combo 'Christmas Concert')|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|1999|Family|1.33:1|096009724092|2011-09-13 00:00:00|211814|2013-11-21 00:00:00|1
Soul Food (1997/ Special Edition)|Fox||Out|5.1|LBX, 16:9|9.98|R|1997|Comedy|1.85:1|024543012085|2008-01-06 00:00:00|147647|2013-11-21 00:00:00|1
Sound Of Music: Live!|Universal|2013-12-17 00:00:00|Pending|2.0|LBX, 16:9|22.98|NR|2013|Musical|1.78:1|025192170669|2013-12-17 00:00:00|254312|2013-11-22 00:00:00|1
Speechless (1994)|MGM/UA||Out|5.1|4:3 P&S, LBX, 16:9|14.98|PG-13|1994|Comedy|1.85:1|027616869456|2001-12-26 00:00:00|14331|2013-11-21 00:00:00|1
Spirit: Stallion Of The Cimarron (Widescreen/ DVD & Blu-ray Combo)|Paramount|2014-03-11 00:00:00|Pending|5.1 DTS-HD|LBX, 16:9, BLU-RAY|22.99|G|2002|Animation|2.35:1|032429147646|2014-03-11 00:00:00|256217|2013-11-21 00:00:00|0
Stalag 17 (Warner Brothers/ Blu-ray) / The Dirty Dozen (Blu-ray)|Warner Brothers|2014-03-11 00:00:00|Pending|2.0|LBX, 16:9, BLU-RAY|19.98|NR|VAR|War|VAR|883929394029|2014-03-11 00:00:00|256227|2013-11-21 00:00:00|0
Star Trek The Next Generation: Unification (Blu-ray)|Paramount||Out|7.1 DTS-HD|LBX, 16:9, BLU-RAY|24.99|NR|1991|TV Classics|1.78:1|097368052246|2013-11-19 00:00:00|251391|2013-11-19 00:00:00|1
Star Trek: The Next Generation: Season 5 (Blu-ray)|Paramount||Out|7.1 DTS-HD|4:3, BLU-RAY|129.99|NR|1991|TV Classics|1.33:1|032429135131|2013-11-19 00:00:00|251444|2013-11-19 00:00:00|1
Star Wars: Prequel Trilogy (Blu-ray): Episodes I - III: The Phantom Menace / Attack Of The Clones / Revenge Of The Sith|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|59.99|PG-13|VAR|SciFi|2.35:1|024543742098|2011-09-16 00:00:00|197856|2013-11-21 00:00:00|1
Stay More: The World Of Donald Harington|Brian Walters||Out|2.0|4:3|19.95|NR|2013|Special Interest|1.33:1|9781557286635|2013-11-25 00:00:00|255856|2013-11-19 00:00:00|1
Stealing Beauty (SensorMatic)|Fox||Out|5.1|LBX, 16:9|9.98|R|1966|Drama|1.85:1|024543028345|2002-01-08 00:00:00|121180|2013-11-21 00:00:00|1
Stefano Bollani: Carioca Live (Blu-ray)|Fabula Classica|2013-12-10 00:00:00|Pending|2.0|4:3, BLU-RAY|27.98|NR|UNK|Music|1.33:1|832979616520|2013-12-10 00:00:00|256174|2013-11-21 00:00:00|0
Stephen Cleobury: The Grand Organ Of King's College|Priory Records||Out|5.1|LBX, 16:9|44.98|NR|UNK|Music|1.78:1|028612200038|2009-07-14 00:00:00|162760|2013-11-21 00:00:00|1
Strauss: Die Frau Ohne Schatten: Avgust Amonov / Mlada Khudoley / Olga Savova|Mariinsky||Out|2.0|LBX, 16:9|35.98|NR|UNK|Opera|1.78:1|822231854326|2013-11-19 00:00:00|255668|2013-11-19 00:00:00|1
Strauss: Die Frau Ohne Schatten: Avgust Amonov / Mlada Khudoley / Olga Savova (Blu-ray)|Mariinsky||Out|2.0|LBX, 16:9, BLU-RAY|51.98|NR|UNK|Opera|1.78:1|822231854425|2013-11-19 00:00:00|255816|2013-11-19 00:00:00|1
Strawberry Shortcake: Berry, Merry Christmas|Fox||Out|2.0|4:3|9.98|NR|2003|Family|1.33:1|024543087380|2003-10-14 00:00:00|34784|2013-11-21 00:00:00|1
Strawberry Shortcake: Best Pets Yet|Fox||Out|2.0|4:3|9.98|NR|2004|Family|1.33:1|024543120063|2004-08-31 00:00:00|44729|2013-11-21 00:00:00|1
Strawberry Shortcake: Big Country Fun|Fox||Out|2.0|4:3|9.98|NR|UNK|Family|1.33:1|024543488958|2008-03-04 00:00:00|127199|2013-11-21 00:00:00|1
Strawberry Shortcake: Cooking Up Fun|Fox||Out|2.0|4:3|9.98|G|2006|Family|1.33:1|024543393092|2006-11-14 00:00:00|92504|2013-11-21 00:00:00|1
Strawberry Shortcake: Dress Up Days|Fox||Out|2.0|4:3|9.98|NR|UNK|Family|1.33:1|024543163329|2005-10-18 00:00:00|68863|2013-11-21 00:00:00|1
Strawberry Shortcake: Holiday Dreams Collection: Berry Merry Christmas / Let's Dance / Big Country Fun|Fox||Out|2.0|4:3|19.98|NR|VAR|Family|1.33:1|024543547808|2008-10-07 00:00:00|141141|2013-11-21 00:00:00|1
Strawberry Shortcake: Let's Dance (Old Version/ 2008 Release)|Fox||Out|2.0|4:3|14.98|NR|2007|Family|1.33:1|024543555469|2008-10-02 00:00:00|146455|2013-11-21 00:00:00|1
Strawberry Shortcake: Moonlight Mysteries|Fox||Out|2.0|4:3|14.98|NR|2005|Family|1.33:1|024543163282|2005-08-30 00:00:00|65357|2013-11-21 00:00:00|1
Strawberry Shortcake: Play Day Surprise|Fox||Out|2.0|4:3|9.98|NR|2005|Family|1.33:1|024543163169|2005-02-15 00:00:00|54473|2013-11-21 00:00:00|1
Street Fighter 3-Pack|Manga Entertainment||Out|2.0|4:3|19.98|NR|VAR|Anime|1.33:1|013138501493|2006-10-03 00:00:00|92801|2013-11-21 00:00:00|1
Street Fighter Alpha: The Movie|Manga Entertainment||Out|SUB|4:3|14.98|MA15|1999|Anime|1.33:1|660200406127|2001-01-30 00:00:00|9934|2013-11-21 00:00:00|1
Street Fighter Alpha: The Movie (Essence Of Anime Edition)|Manga Entertainment||Out|SUB|4:3|14.98|MA15|1999|Anime|1.33:1|013138503190|2007-09-04 00:00:00|114663|2013-11-21 00:00:00|1
Stuck (2013)|Thomas Nelson||Out|2.0|4:3|26.99|NR|2013|Special Interest|1.33:1|9780849922541|2013-07-17 00:00:00|256189|2013-11-21 00:00:00|0
Stuck On You (2003/ Fox/ Widescreen) / The Ringer|Fox||Out|5.1|LBX, 16:9|14.98|PG-13|VAR|Comedy|VAR|024543807360|2012-04-03 00:00:00|222996|2013-11-21 00:00:00|1
Sunshine (2007)|Fox||Out|5.1|LBX, 16:9|14.98|R|2007|SciFi|2.35:1|024543444589|2008-01-08 00:00:00|125143|2013-11-21 00:00:00|1
Super Minds American English Level 5 Classware And Interactive DVD-ROM (DVD-ROM w/ Book)|Cambridge University Press|2013-12-31 00:00:00|Pending|2.0|4:3|164.8|NR|2013|Special Interest|1.33:1|9781107604452|2013-12-31 00:00:00|249385|2013-11-22 00:00:00|1
Super Minds American English Level 6 Classware And Interactive DVD-ROM (DVD-ROM w/ Book)|Cambridge University Press|2013-12-31 00:00:00|Pending|2.0|4:3|164.8|NR|2013|Special Interest|1.33:1|9781107604513|2013-12-31 00:00:00|249339|2013-11-22 00:00:00|1
Supernatural Secrets Of The Pyramids|Questar||Out|2.0|4:3|24.95|NR|UNK|Special Interest|1.33:1|033937081705|2013-11-18 00:00:00|256093|2013-11-20 00:00:00|0
Supernova (2005) / Final Days Of Planet Earth|Echo Bridge||Discontinued|5.1|LBX, 16:9|9.99|NR|VAR|SciFi|VAR|096009613297|2008-12-02 00:00:00|194771|2013-11-21 00:00:00|1
Supernova (2005/ Pan & Scan)|Echo Bridge||Discontinued|5.1|4:3 P&S|6.99|NR|2005|SciFi|1.33:1|096009420697|2006-01-03 00:00:00|76953|2013-11-21 00:00:00|1
Survivorman Ten Days|Discovery Channel|2014-03-18 00:00:00|Pending|2.0|4:3|29.93|NR|2012|Special Interest|1.33:1|018713611697|2014-03-18 00:00:00|256277|2013-11-22 00:00:00|0
Svengali (1954)|VCI||Discontinued|2.0|4:3|14.99|NR|1954|Drama|1.33:1|089859854828|2009-02-24 00:00:00|151551|2013-11-21 00:00:00|1
Tactics #1|Manga Entertainment||Out|SUB|4:3|24.98|MA13|2004|Anime|1.33:1|013138205193|2006-06-27 00:00:00|83574|2013-11-21 00:00:00|1
